carID,year,mileage,mpg,engineSize,car_age,tax_to_engine_ratio,transmission_automatic,transmission_manual,transmission_other,transmission_semiauto,mileage_bin_0-10k,mileage_bin_100k-150k,mileage_bin_10k-50k,mileage_bin_150k+,mileage_bin_50k-100k,Brand_Encoded,model_Encoded,flag_invalid_tax,flag_invalid_engineSize,flag_invalid_mileage,flag_invalid_mpg,flag_invalid_previousOwners,is_eco,is_luxury
10509,0.0,0.6697508611711929,4.424242424242424,0.4999999999999999,0.0,-1.357758620689655,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22783.57816539831,25840.20553063992,0,0,0,0,0,1,1
52131,0.0,0.38003685011615795,0.21212121212121213,-0.1250000000000001,0.0,0.39224137931034486,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12519.826668959277,10877.540450480761,0,0,0,0,0,0,0
4632,0.3333333333333333,0.34655130978130255,-0.24242424242424243,0.0,-0.3333333333333333,0.28286637931034475,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22051.43095246068,13792.580317028931,0,0,0,0,0,0,1
29233,0.0,0.5499479291836898,-0.24242424242424243,-0.7500000000000001,0.0,1.2672413793103445,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12574.448372388708,13792.580317028931,0,0,0,0,1,0,0
15841,0.3333333333333333,-0.28398622126091483,0.38791989280173655,-0.7500000000000001,-0.3333333333333333,1.30835654866488,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21999.21243869537,13453.543817904521,0,0,0,0,1,0,1
28438,0.3333333333333333,0.4339902267083233,0.38791989280173655,-0.7500000000000001,-0.3333333333333333,1.2672413793103445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12582.101882252247,10323.671295603493,0,0,0,0,0,0,0
21042,0.3333333333333333,-0.45105343266842907,0.5333333333333335,-0.625,-0.3333333333333333,1.028605015673981,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12592.95475305696,10323.671295603493,0,0,0,0,0,0,0
19890,0.6666666666666666,-0.24905871985900824,1.196103563010039,-0.1250000000000001,-0.6666666666666666,0.5799696491322444,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12574.448372388708,13400.2222550499,0,0,0,0,0,0,0
1791,0.0,0.26828486741969076,1.2666666666666666,0.0,0.0,0.28286637931034475,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21982.59215664502,13893.304120661873,0,0,0,0,0,0,1
48602,0.6666666666666666,-0.48966594568613314,0.13939393939393965,-0.7500000000000001,-0.6666666666666666,1.2672413793103445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14270.140054427968,10439.796379161138,0,0,0,0,0,0,0
4926,-2.6666666666666665,2.670191460386125,-1.1636363636363634,0.4999999999999999,2.6666666666666665,1.357758620689655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21982.59215664502,20248.93475502509,0,0,0,0,0,0,1
30562,0.3333333333333333,-0.2782984859408796,0.13939393939393965,-0.7500000000000001,-0.3333333333333333,1.2672413793103445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12592.95475305696,13413.766088367998,0,0,0,0,0,0,0
53876,0.6666666666666666,-0.583633741888969,-0.45454545454545453,-0.1250000000000001,-0.6666666666666666,0.39224137931034486,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12535.012709221683,10851.722726077152,0,0,0,0,0,0,0
6678,-1.0,1.6180805896018586,0.36363636363636365,0.4999999999999999,1.0,-1.086206896551724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21963.109479414812,21381.003356474434,0,0,0,0,0,0,1
13834,0.6666666666666666,-0.3730273171513258,0.6242424242424245,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22662.556498971113,15807.948578356729,0,0,0,0,0,0,1
42373,0.0,0.46607386045021226,-0.7636363636363637,1.5955998096180672,0.0,-0.4451848711798225,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24423.828716955515,27345.31101541995,0,0,0,0,0,0,1
53809,0.6666666666666666,-0.6922614756068253,-0.9818181818181816,-0.5000000000000001,-0.6666666666666666,0.8297413793103449,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12535.012709221683,19729.327308500084,0,0,0,0,1,0,0
47426,0.6666666666666666,-0.6056637026355844,-1.0424242424242423,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14270.140054427968,18621.877497400124,0,0,0,0,0,0,0
4720,1.0,-0.6129536169190098,-1.0424242424242423,0.4999999999999999,-1.0,-0.045258620689655166,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22051.43095246068,28890.65154663095,0,0,0,0,0,0,1
65019,0.0,0.6986301369863014,0.0,-0.2500000000000002,0.0,-0.9698275862068964,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10381.043860230879,8600.326120745856,0,0,0,0,0,0,0
20861,-1.0,-0.15252743731474805,0.6242424242424245,-0.7500000000000001,1.0,-1.357758620689655,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12574.448372388708,10345.35832311108,0,0,0,0,0,0,0
2088,-0.3333333333333333,2.5668108627733717,-0.18787878787878798,0.4999999999999999,0.3333333333333333,-0.045258620689655166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22064.495620666166,22446.123468217134,0,0,0,0,1,0,1
5651,0.6666666666666666,-0.37262677241047826,-0.4060606060606058,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21999.21243869537,23011.91710303478,0,0,0,0,0,0,1
57407,0.6666666666666666,-0.19526556116318192,-0.6424242424242426,-0.5000000000000001,-0.6666666666666666,0.9051724137931033,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10368.55065264156,13786.453961357209,0,0,0,0,0,0,0
41910,-0.6666666666666666,0.6735560362092445,0.9212121212121209,-0.1250000000000001,0.6666666666666666,-1.1163793103448274,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24448.545382021195,20346.983844330116,0,0,0,0,0,0,1
6232,0.0,0.05315228711047024,-1.3878787878787877,1.6249999999999998,0.0,-0.45258620689655166,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21999.21243869537,20170.11403366575,0,0,0,0,0,0,1
52983,0.6666666666666666,-0.04253785147801009,-1.3696969696969699,0.5136078387104281,-0.6666666666666666,-0.0523640601430108,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12535.012709221683,17771.79517440767,0,0,0,0,1,0,0
71788,-1.0,1.1345830329247777,-0.7636363636363637,1.7499999999999998,1.0,0.0603448275862068,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16803.576814897704,28081.09188120864,0,0,0,0,0,0,0
37597,0.6666666666666666,-0.20980533525594808,0.6124453715584655,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24448.545382021195,27894.871860635572,0,0,0,0,0,0,1
8583,0.6666666666666666,-0.573980613634543,-0.4060606060606058,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22785.392851078694,15877.468889647811,0,0,0,0,0,0,1
42172,0.6666666666666666,2.7798948523842517,0.0,0.4999999999999999,-0.6666666666666666,-0.0448756344427535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24448.545382021195,23485.124483879816,0,0,0,0,0,0,1
45305,0.6666666666666666,-0.609508932147721,-0.6848484848484847,-0.1250000000000001,-0.6666666666666666,0.39224137931034486,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24448.545382021195,23468.67519533272,0,0,0,0,0,0,1
8952,-0.3333333333333333,0.5524313065769446,1.6787878787878785,-0.1250000000000001,0.3333333333333333,-1.357758620689655,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22662.556498971113,15936.130708836825,0,0,0,0,0,0,1
31711,0.3333333333333333,-0.368901706320596,-0.06666666666666675,-0.7500000000000001,-0.3333333333333333,1.357758620689655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12739.591677114546,15815.247855292297,0,0,0,0,0,0,0
57982,-0.3333333333333333,0.06797244252182968,-0.7212121212121211,-0.2500000000000002,0.3333333333333333,0.7112068965517241,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10381.043860230879,11696.4029991308,0,0,0,0,0,0,0
42289,-0.3333333333333333,0.844828967395658,0.1549473722087389,0.625,0.3333333333333333,-0.2550327500160224,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24432.65926247679,23468.67519533272,0,0,0,0,1,0,1
40989,0.0,0.3179524152847873,0.7690532132499234,0.625,0.0,-0.6418695836621318,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24592.639648734184,23485.124483879816,0,0,0,0,0,0,1
48935,0.6666666666666666,-0.45409757269887047,-0.7636363636363637,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14255.713911729577,19821.127897685634,0,0,0,0,1,0,0
23983,0.0,1.1894977168949772,-0.06666666666666675,-0.5000000000000001,0.0,0.9051724137931033,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12592.95475305696,10386.863147998096,0,0,0,0,0,0,0
41615,-0.3333333333333333,1.0054874629496116,0.9212121212121209,-0.1250000000000001,0.3333333333333333,-1.1163793103448274,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24448.545382021195,20488.64107941825,0,0,0,0,0,0,1
20808,-1.0,0.9153248417848273,0.284848484848485,-0.7500000000000001,1.0,-0.9956896551724136,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12582.101882252247,13400.2222550499,0,0,0,0,1,0,0
29716,0.0,0.040895618040535126,-1.2898552509647065,-0.7500000000000001,0.0,0.6396246437831719,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12582.101882252247,13400.2222550499,0,0,0,0,0,0,0
74438,-2.6666666666666665,2.2709685171833693,0.1333333333333335,0.4999999999999999,2.6666666666666665,-0.22629310344827583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16856.870038496945,16691.916076287434,0,0,0,0,1,0,0
57108,0.3333333333333333,-0.04418008491548506,-0.30303030303030304,-0.1250000000000001,-0.3333333333333333,0.39224137931034486,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10368.55065264156,12003.300932325707,0,0,0,0,0,0,0
39401,-0.3333333333333333,0.5196667467756149,1.0303030303030307,0.4999999999999999,0.3333333333333333,-1.1767241379310343,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24592.639648734184,27345.31101541995,0,0,0,0,1,0,1
58458,0.0,0.213089802130898,0.0,-0.2500000000000002,0.0,2.398536013955901,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10356.872988101992,8600.326120745856,0,0,0,0,0,0,0
49249,0.6666666666666666,-0.552871905791877,-0.30303030303030304,-0.7500000000000001,-0.6666666666666666,1.2672413793103445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14270.140054427968,10439.796379161138,0,0,0,0,0,0,0
44522,0.6666666666666666,-0.35436193222782986,-1.4930531710873283,1.7499999999999998,-0.6666666666666666,-0.476301992255644,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24432.65926247679,23428.543171161233,0,0,0,0,0,0,1
73546,0.0,0.10802691660658495,0.284848484848485,-0.5000000000000001,0.0,0.8297413793103449,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16803.576814897704,11574.082114562492,0,0,0,0,1,0,0
62047,0.3333333333333333,-0.10774653528799166,0.06666666666666675,-0.1250000000000001,-0.3333333333333333,0.39224137931034486,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10313.205934140144,17262.368354538165,0,0,0,0,0,0,0
64240,0.3333333333333333,-0.32071617399663543,0.4484848484848484,0.0,-0.3333333333333333,0.2690991818723319,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10356.872988101992,10699.733434977345,0,0,0,0,0,0,0
72845,1.0,-0.6530080910037651,-0.7636363636363637,-0.1250000000000001,-1.0,0.45258620689655166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16839.77305627191,16641.986181540888,0,0,0,0,1,0,0
28261,0.0,0.40234719218136666,-0.4466649333716232,-0.1250000000000001,0.0,0.41265320187419363,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12549.566846424985,13413.766088367998,0,0,0,0,0,0,0
45847,0.0,-0.12585115757430104,0.7212121212121211,0.625,0.0,-0.1077586206896551,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24592.639648734184,23598.27169722952,0,0,0,0,0,0,1
34817,0.6666666666666666,-0.4482496194824962,-0.8787878787878788,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24432.65926247679,30496.670455287825,0,0,0,0,1,0,1
56076,0.6666666666666666,-0.6003765120563967,-0.7212121212121211,-0.2500000000000002,-0.6666666666666666,0.517241379310345,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10357.60374164638,8600.326120745856,0,0,0,0,1,0,0
67415,-0.3333333333333333,0.5594007850676921,0.4484848484848484,0.4999999999999999,0.3333333333333333,-1.086206896551724,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16883.531097624043,14830.239781918888,0,0,0,0,0,0,0
28004,0.3333333333333333,-0.3683409436834094,0.7212121212121211,0.4999999999999999,-0.3333333333333333,-0.045258620689655166,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12592.95475305696,13413.766088367998,0,0,0,0,0,0,0
30132,0.0,-0.04213730673716254,0.284848484848485,-0.7500000000000001,0.0,1.2672413793103445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12582.101882252247,13413.766088367998,0,0,0,0,0,0,0
18948,0.0,0.8113834815348875,-0.12727272727272737,-0.7500000000000001,0.0,1.2672413793103445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12574.448372388708,12909.787752269802,0,0,0,0,0,0,0
22233,-0.3333333333333333,0.10137787390851558,-0.6381410719700609,0.4999999999999999,0.3333333333333333,0.07373403556060162,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12549.566846424985,13411.45098192489,0,0,0,0,0,0,0
1380,0.6666666666666666,-0.5909236561723945,-0.7636363636363637,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22064.495620666166,22446.123468217134,0,0,0,0,0,0,1
70205,0.6666666666666666,-0.4930705759833373,-0.9454545454545455,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,16908.06102554695,21473.241314234157,0,0,0,0,0,0,0
52478,-0.3333333333333333,1.2421693503164304,1.0303030303030307,0.24999999999999994,0.3333333333333333,-1.357758620689655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12535.012709221683,13421.191131091722,0,0,0,0,0,1,0
28935,0.0,0.02215012416886966,-0.8424242424242423,0.4999999999999999,0.0,0.4978448275862068,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12592.95475305696,18663.753279167213,0,0,0,0,0,0,0
73930,-0.3333333333333333,-0.6930625650885204,0.21212121212121213,-0.40745168893432826,0.3333333333333333,-0.9314737126415294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16839.77305627191,16672.59838173766,0,0,1,0,0,0,0
10667,-2.6666666666666665,-0.6926620203476729,-0.4060606060606058,0.4999999999999999,2.6666666666666665,-0.045258620689655166,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22785.392851078694,15807.948578356729,0,0,0,0,0,0,1
21033,-0.3333333333333333,0.4064327485380117,0.36363636363636365,-0.7500000000000001,0.3333333333333333,-0.9956896551724136,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12592.95475305696,13436.447765915,0,0,0,0,0,0,0
74872,0.6666666666666666,-0.19077946006568933,-0.9454545454545455,-0.1250000000000001,-0.6666666666666666,0.40086373619843174,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16883.531097624043,21859.568825619357,0,0,0,0,1,0,0
54340,-0.3333333333333333,0.06797244252182968,1.0303030303030307,0.24999999999999994,0.3333333333333333,-1.357758620689655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12535.012709221683,13421.191131091722,0,0,0,0,0,1,0
27577,0.3333333333333333,-0.06020187454938716,0.06666666666666675,0.4999999999999999,-0.3333333333333333,-0.045258620689655166,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12549.566846424985,13893.304120661873,0,0,0,0,1,0,0
65871,-0.3333333333333333,1.1592966434350718,0.7212121212121211,0.4999999999999999,0.3333333333333333,-1.1767241379310343,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16856.870038496945,16641.986181540888,0,0,0,0,0,0,0
36039,0.6666666666666666,-0.5126572138107827,-0.6848484848484847,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24340.606934297604,23468.67519533272,0,0,0,0,1,0,1
11469,-0.6666666666666666,0.10374108787951614,0.6242424242424245,0.4999999999999999,0.6666666666666666,-1.086206896551724,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22755.274329130418,19660.535079162433,0,0,0,0,0,0,1
13837,0.6666666666666666,-0.4306256508852039,-0.12727272727272737,1.7499999999999998,-0.6666666666666666,-0.482758620689655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22662.556498971113,22038.15819135249,0,0,0,0,0,0,1
64987,-0.6666666666666666,0.7248658175118161,-0.24242424242424243,-0.2500000000000002,0.6666666666666666,0.2586206896551725,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10368.55065264156,8600.326120745856,0,0,0,0,0,0,0
53111,-0.6666666666666666,1.1795642073219579,0.9212121212121209,0.24999999999999994,0.6666666666666666,-1.357758620689655,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12519.826668959277,13300.692098048547,0,0,0,0,0,1,0
64381,0.0,0.1236481614996395,-0.5030303030303028,-0.2500000000000002,0.0,0.517241379310345,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10313.205934140144,19076.073091943133,0,0,0,0,0,0,0
15291,-0.3333333333333333,1.020948489946327,0.9212121212121209,0.4999999999999999,0.3333333333333333,-1.1767241379310343,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12574.448372388708,13453.543817904521,0,0,0,0,0,0,0
58485,0.0,0.6539293439077145,0.0,-0.5000000000000001,0.0,0.8297413793103449,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10368.55065264156,13786.453961357209,0,0,0,0,0,0,0
53482,-0.6666666666666666,0.4407994873027317,-0.14545454545454536,0.4999999999999999,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12519.826668959277,19299.339776751363,0,0,0,0,0,0,0
44972,0.6666666666666666,-0.37170551950652886,-1.5575757575757576,1.7499999999999998,-0.6666666666666666,-0.482758620689655,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24592.639648734184,23598.27169722952,0,0,0,0,1,0,1
56541,-2.3333333333333335,4.433910117760154,-1.1636363636363634,0.24999999999999994,2.3333333333333335,1.2571839080459766,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10368.55065264156,11375.128375264892,0,0,0,0,1,0,0
4338,-0.3333333333333333,1.2375630857966835,0.06666666666666675,-0.2500000000000002,0.3333333333333333,-0.9698275862068964,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22051.43095246068,18939.017147783048,0,0,0,0,0,0,1
73823,-0.3333333333333333,0.6773612112472963,-0.30303030303030304,0.4999999999999999,0.3333333333333333,0.09051724137931033,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16803.576814897704,21398.352031409297,0,0,0,0,1,0,0
10713,0.6666666666666666,-0.34198509973564045,-0.8424242424242423,0.4999999999999999,-0.6666666666666666,-0.045258620689655166,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22755.274329130418,20035.111691720354,0,0,0,0,0,0,1
17165,0.6666666666666666,-0.27361211247296324,-0.42417851551181573,-0.7500000000000001,-0.6666666666666666,1.2651893848692384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12574.448372388708,13453.543817904521,0,0,0,0,0,0,0
45801,0.6666666666666666,-0.2883521589361532,-1.4930531710873283,1.7499999999999998,-0.6666666666666666,-0.4800419488170144,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24340.606934297604,23428.543171161233,0,0,0,0,0,0,1
70768,0.6666666666666666,-0.18809581030201072,-0.35151515151515134,-0.7500000000000001,-0.6666666666666666,4.130281655785834,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16856.870038496945,16672.59838173766,0,0,0,0,0,0,0
9524,-0.3333333333333333,0.5068893695425779,0.6242424242424245,0.4999999999999999,0.3333333333333333,-1.086206896551724,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22785.392851078694,21894.6050973288,0,0,0,0,0,0,1
22508,-0.6666666666666666,1.2329568212769366,0.13939393939393965,-0.5000000000000001,0.6666666666666666,-0.9051724137931033,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12598.796466786474,15063.28566085248,0,0,0,0,0,0,0
4455,-0.3333333333333333,1.1444764880237122,0.284848484848485,0.4999999999999999,0.3333333333333333,-1.086206896551724,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21999.21243869537,22638.949860957,0,0,0,0,1,0,1
600,0.3333333333333333,-0.11227269085956901,-0.5515151515151516,-0.7500000000000001,-0.3333333333333333,1.2672413793103445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21982.59215664502,19076.073091943133,0,0,0,0,1,0,1
57090,-0.3333333333333333,1.140430986141152,0.4484848484848484,-0.7500000000000001,0.3333333333333333,-0.9956896551724136,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10357.60374164638,9143.974630816863,0,0,0,0,0,0,0
59551,0.3333333333333333,0.21761595770247535,-0.5939393939393938,0.0,-0.3333333333333333,0.28286637931034475,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10368.55065264156,10708.682304336417,0,0,0,0,1,0,0
21721,0.6666666666666666,-0.4879836577745734,0.06666666666666675,-0.7500000000000001,-0.6666666666666666,1.357758620689655,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12592.95475305696,10323.671295603493,0,0,0,0,0,0,0
54317,0.6666666666666666,-0.6530080910037651,0.13939393939393965,-0.7500000000000001,-0.6666666666666666,1.2672413793103445,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12535.012709221683,8500.39002930146,0,0,0,0,0,0,0
75203,-0.3333333333333333,0.3683809981574942,1.1454545454545453,0.0,0.3333333333333333,-1.357758620689655,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16856.870038496945,16672.59838173766,0,0,0,0,0,0,0
74771,-1.6666666666666667,1.8076183609709204,-0.24242424242424243,-0.5000000000000001,1.6666666666666667,0.5280172413793104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16856.870038496945,11495.865124730739,0,0,0,0,0,0,0
62028,0.6666666666666666,-0.492309540975727,-0.12727272727272737,-0.1250000000000001,-0.6666666666666666,0.39224137931034486,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10357.60374164638,16137.916192543535,0,0,0,0,0,0,0
3633,0.3333333333333333,-0.4126812464952335,-1.321212121212121,1.7499999999999998,-0.3333333333333333,-0.482758620689655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22064.495620666166,22458.514905890774,0,0,0,0,1,0,1
